"Water Depth",	"ca477721-473b-40d7-a72b-4ffa963e48fb",	"Oceans > Bathymetry/Seafloor Topography > Water Depth",	"regular",	"Earth Science > Oceans > Bathymetry/Seafloor Topography > Water Depth"
"Bathymetry/Seafloor Topography",	"c16bda61-353b-4668-af2f-bbb98785b6fa",	"Oceans > Bathymetry/Seafloor Topography",	"regular",	"Earth Science > Oceans > Bathymetry/Seafloor Topography"
"Fisheries",	"fa57b0a0-9723-4195-bdd1-4f26aefa0e07",	"Oceans > Aquatic Sciences > Fisheries",	"regular",	"Earth Science > Oceans > Aquatic Sciences > Fisheries"
"Aquaculture",	"f6c057c9-c789-4cd5-ba22-e9b08aae152b",	"Oceans > Aquatic Sciences > Aquaculture",	"regular",	"Earth Science > Oceans > Aquatic Sciences > Aquaculture"
"Aquatic Sciences",	"f27ad52c-3dfd-4788-851a-427e60ae1b8f",	"Oceans > Aquatic Sciences",	"regular",	"Earth Science > Oceans > Aquatic Sciences"
"Oceans",	"91697b7d-8f2b-4954-850e-61d5f61c867d",	"Oceans",	"bold",	"Earth Science > Oceans"
"Topography",	"3e822484-c94a-457b-a32f-376fcbd6fd35",	"Land Surface > Topography",	"regular",	"Earth Science > Land Surface > Topography"
"Soils",	"3526afb8-0dc9-43c7-8ad4-f34f250a1e91",	"Land Surface > Soils",	"regular",	"Earth Science > Land Surface > Soils"
"Landscape",	"f36d71c6-f2ad-49c4-809f-09b4f0688412",	"Land Surface > Landscape",	"regular",	"Earth Science > Land Surface > Landscape"
"Land Use Classes",	"fe2f8240-4d8e-4b1f-b869-29fee59692f7",	"Land Surface > Land Use/Land Cover > Land Use Classes",	"regular",	"Earth Science > Land Surface > Land Use/Land Cover > Land Use Classes"
"Land Use/Land Cover",	"e5815f58-8232-4c7f-b50d-ea71d73891a9",	"Land Surface > Land Use/Land Cover",	"regular",	"Earth Science > Land Surface > Land Use/Land Cover"
"Tectonic Processes",	"99b4792a-9ea3-4756-a4dc-b1b30c946b54",	"Land Surface > Geomorphic Landforms/Processes > Tectonic Processes",	"regular",	"Earth Science > Land Surface > Geomorphic Landforms/Processes > Tectonic Processes"
"Tectonic Landforms",	"9673dc0b-89c0-4f0c-b378-f1c8cb267c8f",	"Land Surface > Geomorphic Landforms/Processes > Tectonic Landforms",	"regular",	"Earth Science > Land Surface > Geomorphic Landforms/Processes > Tectonic Landforms"
"Erosion/Sedimentation",	"a246a8cf-e3f9-4045-af9f-dc97f6fe019a",	"Land Surface > Erosion/Sedimentation",	"regular",	"Earth Science > Land Surface > Erosion/Sedimentation"
"Land Surface",	"6a426480-c58f-4b6b-8e35-0975b7f6edb5",	"Land Surface",	"bold",	"Earth Science > Land Surface"
"Sustainability",	"03d38261-1c90-491b-bc4e-cc4e703e1dff",	"Human Dimensions > Sustainability",	"regular",	"Earth Science > Human Dimensions > Sustainability"
"Socioeconomics",	"a96e6cd6-0f35-491d-8198-7551d03e1cbc",	"Human Dimensions > Socioeconomics",	"regular",	"Earth Science > Human Dimensions > Socioeconomics"
"Social Behavior",	"c8317644-4cb2-4e37-b536-c762f7e670ab",	"Human Dimensions > Social Behavior",	"regular",	"Earth Science > Human Dimensions > Social Behavior"
"Public Health",	"da2c70fd-d92b-45be-b159-b2c10cb387c6",	"Human Dimensions > Public Health",	"regular",	"Earth Science > Human Dimensions > Public Health"
"Population",	"085edf65-1c8c-414a-b8e4-a1a08ff08f22",	"Human Dimensions > Population",	"regular",	"Earth Science > Human Dimensions > Population"
"Wildfires",	"868b87a1-d8c2-49b3-8bbd-9cbbed115271",	"Human Dimensions > Natural Hazards > Wildfires",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Wildfires"
"Volcanic Eruptions",	"06c1281f-e306-4511-bdab-ed6c0694f0f9",	"Human Dimensions > Natural Hazards > Volcanic Eruptions",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Volcanic Eruptions"
"Tsunamis",	"768f266e-0807-49c6-a69e-c518de310331",	"Human Dimensions > Natural Hazards > Tsunamis",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Tsunamis"
"Tropical Cyclones",	"00fc45e0-400d-4024-a82a-4d6544735f64",	"Human Dimensions > Natural Hazards > Tropical Cyclones",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Tropical Cyclones"
"Tornadoes",	"ff44a7b0-64b6-418a-9d74-1cbc3a4ae951",	"Human Dimensions > Natural Hazards > Tornadoes",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Tornadoes"
"Severe Storms",	"ad28623e-bb9b-433c-8fc1-2ab06dda58c4",	"Human Dimensions > Natural Hazards > Severe Storms",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Severe Storms"
"Landslides",	"f81d3752-d97c-4caf-9a79-5709ee693158",	"Human Dimensions > Natural Hazards > Landslides",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Landslides"
"Heat",	"bb9c9be6-78c7-4fbd-9a35-a218276393ec",	"Human Dimensions > Natural Hazards > Heat",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Heat"
"Floods",	"fd03d204-4391-4e98-8142-8b8efa235231",	"Human Dimensions > Natural Hazards > Floods",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Floods"
"Earthquakes",	"b3406120-9faa-4c00-874e-ce8878ae129f",	"Human Dimensions > Natural Hazards > Earthquakes",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Earthquakes"
"Droughts",	"115d340f-cb5e-4436-bfa4-04a740988bf7",	"Human Dimensions > Natural Hazards > Droughts",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Droughts"
"Biological Hazards",	"bb73336e-9113-426b-ac99-2b7c143b22ca",	"Human Dimensions > Natural Hazards > Biological Hazards",	"regular",	"Earth Science > Human Dimensions > Natural Hazards > Biological Hazards"
"Natural Hazards",	"ec0e2762-f57a-4fdc-b395-c8d7d5590d18",	"Human Dimensions > Natural Hazards",	"regular",	"Earth Science > Human Dimensions > Natural Hazards"
"Infrastructure",	"d4313915-2d24-424c-a171-30ee9a6f4bb5",	"Human Dimensions > Infrastructure",	"regular",	"Earth Science > Human Dimensions > Infrastructure"
"Urban Areas",	"e4abd82b-b17a-4f16-be79-0093f2a09f7d",	"Human Dimensions > Human Settlements > Urban Areas",	"regular",	"Earth Science > Human Dimensions > Human Settlements > Urban Areas"
"Rural Areas",	"d83b4271-048c-4763-9d5c-b5ec1b1788f4",	"Human Dimensions > Human Settlements > Rural Areas",	"regular",	"Earth Science > Human Dimensions > Human Settlements > Rural Areas"
"Coastal Areas",	"b1f63bf1-a547-4189-9c7e-66a8d11facc4",	"Human Dimensions > Human Settlements > Coastal Areas",	"regular",	"Earth Science > Human Dimensions > Human Settlements > Coastal Areas"
"Archaeological Areas",	"bf703f22-9775-460d-86bd-149aaef1acde",	"Human Dimensions > Human Settlements > Archaeological Areas",	"regular",	"Earth Science > Human Dimensions > Human Settlements > Archaeological Areas"
"Human Settlements",	"fee25cad-7ffe-4ee2-a6f2-8116b8a0a707",	"Human Dimensions > Human Settlements",	"regular",	"Earth Science > Human Dimensions > Human Settlements"
"Habitat Conversion/Fragmentation",	"f1682ed1-2d9c-41ec-9553-49b9ab55df9b",	"Human Dimensions > Habitat Conversion/Fragmentation",	"regular",	"Earth Science > Human Dimensions > Habitat Conversion/Fragmentation"
"Sewage Disposal",	"835c5ec2-50e3-4bef-b380-9f74b143dac6",	"Human Dimensions > Environmental Impacts > Sewage Disposal",	"regular",	"Earth Science > Human Dimensions > Environmental Impacts > Sewage Disposal"
"Contaminant Levels/Spills",	"912245ce-a81e-4d3b-b4fb-f71c8da63357",	"Human Dimensions > Environmental Impacts > Contaminant Levels/Spills",	"regular",	"Earth Science > Human Dimensions > Environmental Impacts > Contaminant Levels/Spills"
"Conservation",	"40869a25-edea-4438-80f9-47c9e6910b9b",	"Human Dimensions > Environmental Impacts > Conservation",	"regular",	"Earth Science > Human Dimensions > Environmental Impacts > Conservation"
"Chemical Spills",	"a5b074da-5e00-4fd9-9c40-cfec771263ee",	"Human Dimensions > Environmental Impacts > Chemical Spills",	"regular",	"Earth Science > Human Dimensions > Environmental Impacts > Chemical Spills"
"Agricultural Expansion",	"d076e628-320a-477b-aad9-07d87ca04993",	"Human Dimensions > Environmental Impacts > Agricultural Expansion",	"regular",	"Earth Science > Human Dimensions > Environmental Impacts > Agricultural Expansion"
"Environmental Impacts",	"3f4cfc81-7745-43d9-b313-f68cdf72359b",	"Human Dimensions > Environmental Impacts",	"regular",	"Earth Science > Human Dimensions > Environmental Impacts"
"Water Management",	"14555831-70ae-4650-8983-956d65595575",	"Human Dimensions > Environmental Governance/Management > Water Management",	"regular",	"Earth Science > Human Dimensions > Environmental Governance/Management > Water Management"
"Treaty Agreements/Results",	"4dad174d-9419-4634-84f0-7eeb1d517241",	"Human Dimensions > Environmental Governance/Management > Treaty Agreements/Results",	"regular",	"Earth Science > Human Dimensions > Environmental Governance/Management > Treaty Agreements/Results"
"Land Tenure",	"0ceb5ef1-5a07-4f93-8e86-d3cc2baf5768",	"Human Dimensions > Environmental Governance/Management > Land Management > Land Tenure",	"regular",	"Earth Science > Human Dimensions > Environmental Governance/Management > Land Management > Land Tenure"
"Land Management",	"2be0af28-a6b8-4fce-82e4-1ad86788a4d5",	"Human Dimensions > Environmental Governance/Management > Land Management",	"regular",	"Earth Science > Human Dimensions > Environmental Governance/Management > Land Management"
"Environmental Governance/Management",	"d81b77be-0177-4e26-942c-aa911239482d",	"Human Dimensions > Environmental Governance/Management",	"regular",	"Earth Science > Human Dimensions > Environmental Governance/Management"
"Mariculture Production",	"49da5018-59ec-4a60-9cb9-614ea6266ced",	"Human Dimensions > Economic Resources > Mariculture Production",	"regular",	"Earth Science > Human Dimensions > Economic Resources > Mariculture Production"
"Aquaculture Production",	"392d3da2-c03c-4aa5-bf60-417984f824a6",	"Human Dimensions > Economic Resources > Aquaculture Production",	"regular",	"Earth Science > Human Dimensions > Economic Resources > Aquaculture Production"
"Agriculture Production",	"83741fb9-6f86-4670-abbb-c1f3b14a939d",	"Human Dimensions > Economic Resources > Agriculture Production",	"regular",	"Earth Science > Human Dimensions > Economic Resources > Agriculture Production"
"Economic Resources",	"cdbe5ef5-408d-489d-b6ff-4482ce4a99c7",	"Human Dimensions > Economic Resources",	"regular",	"Earth Science > Human Dimensions > Economic Resources"
"Political Divisions",	"3381412c-54f0-4911-85ef-81d669c896cf",	"Human Dimensions > Boundaries > Political Divisions",	"regular",	"Earth Science > Human Dimensions > Boundaries > Political Divisions"
"Boundary Surveys",	"8064b11d-8f9f-4c89-94fd-8a7cba95bb64",	"Human Dimensions > Boundaries > Boundary Surveys",	"regular",	"Earth Science > Human Dimensions > Boundaries > Boundary Surveys"
"Administrative Divisions",	"1ae304de-252c-45da-8dd8-df99a281e4f4",	"Human Dimensions > Boundaries > Administrative Divisions",	"regular",	"Earth Science > Human Dimensions > Boundaries > Administrative Divisions"
"Boundaries",	"07a856fd-75e2-46e8-91eb-8a8562d3452f",	"Human Dimensions > Boundaries",	"regular",	"Earth Science > Human Dimensions > Boundaries"
"Human Dimensions",	"fb93d937-c17c-45d0-a9e3-ca5c8a800ca8",	"Human Dimensions",	"bold",	"Earth Science > Human Dimensions"
"Freshwater Runoff",	"915399a1-eb5b-475b-ae9a-ff45f1dcddc9",	"Climate Indicators > Terrestrial Hydrosphere Indicators > Freshwater Runoff",	"regular",	"Earth Science > Climate Indicators > Terrestrial Hydrosphere Indicators > Freshwater Runoff"
"Terrestrial Hydrosphere Indicators",	"9246fc12-17e7-4473-b9c0-c23e4bfc4eda",	"Climate Indicators > Terrestrial Hydrosphere Indicators",	"regular",	"Earth Science > Climate Indicators > Terrestrial Hydrosphere Indicators"
"Range Changes",	"f5c63c23-f819-46e8-bc97-1e894424c00c",	"Climate Indicators > Biospheric Indicators > Range Changes",	"regular",	"Earth Science > Climate Indicators > Biospheric Indicators > Range Changes"
"Invasive Species",	"93c8b32d-ab89-43e1-b58c-f1823fa7d118",	"Climate Indicators > Biospheric Indicators > Invasive Species",	"regular",	"Earth Science > Climate Indicators > Biospheric Indicators > Invasive Species"
"Biospheric Indicators",	"76943142-e5a9-4ecf-b496-050dd3d97101",	"Climate Indicators > Biospheric Indicators",	"regular",	"Earth Science > Climate Indicators > Biospheric Indicators"
"Residential Energy Demand Temperature Index",	"f19ff7fb-fd8b-433c-88e2-afc5dd3ee7b2",	"Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indices > Residential Energy Demand Temperature Index",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indices > Residential Energy Demand Temperature Index"
"Heating Degree Days",	"fe2bc223-e503-4ca1-924c-d3fd5876721c",	"Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indices > Heating Degree Days",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indices > Heating Degree Days"
"Temperature Variability",	"7013bdc9-519d-42b6-827c-4b8013fbb726",	"Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indicators > Temperature Variability",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indicators > Temperature Variability"
"Temperature Trends",	"ae247e59-db82-45ac-a9de-a9773ae4db40",	"Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indicators > Temperature Trends",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indicators > Temperature Trends"
"Temperature Indicators",	"2dcffd8f-2b01-4c68-a4f2-c4940d2709a3",	"Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indicators",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Temperature Indicators"
"El Nino Southern Oscillation (Enso)",	"095a05c0-6220-4abd-9c1b-c4504a092d7d",	"Climate Indicators > Atmospheric/Ocean Indicators > Teleconnections > El Nino Southern Oscillation (Enso)",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Teleconnections > El Nino Southern Oscillation (Enso)"
"Eastern Pacific Oscillation",	"0384fecd-9303-47f3-84e3-f01f58013fc3",	"Climate Indicators > Atmospheric/Ocean Indicators > Teleconnections > Eastern Pacific Oscillation",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Teleconnections > Eastern Pacific Oscillation"
"Surface Salinity",	"1d8525f0-0cfc-4d59-8677-da5c8038deb7",	"Climate Indicators > Atmospheric/Ocean Indicators > Surface Salinity",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Surface Salinity"
"Sea Surface Temperature Indices",	"b83895e9-bac8-49fe-bcf5-8fe4d8fcaa16",	"Climate Indicators > Atmospheric/Ocean Indicators > Sea Surface Temperature Indices",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Sea Surface Temperature Indices"
"Sea Level Rise",	"536a86bd-3dd1-4f4a-9b4a-222a12746db5",	"Climate Indicators > Atmospheric/Ocean Indicators > Sea Level Rise",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Sea Level Rise"
"Precipitation Indices",	"52347642-9786-4b59-be77-02e9f307118d",	"Climate Indicators > Atmospheric/Ocean Indicators > Precipitation Indices",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Precipitation Indices"
"Precipitation Variability",	"c7c88080-660c-4913-8140-5f3bc91e295e",	"Climate Indicators > Atmospheric/Ocean Indicators > Precipitation Indicators > Precipitation Variability",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Precipitation Indicators > Precipitation Variability"
"Precipitation Trends",	"279961c4-dac3-4188-917f-fa11982f957e",	"Climate Indicators > Atmospheric/Ocean Indicators > Precipitation Indicators > Precipitation Trends",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Precipitation Indicators > Precipitation Trends"
"Precipitation Indicators",	"789939a6-3cd5-46f3-bdfd-5cdd6a012500",	"Climate Indicators > Atmospheric/Ocean Indicators > Precipitation Indicators",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Precipitation Indicators"
"Fresh Water River Discharge",	"12dc1f4f-2116-4b74-a1bd-bc61e8e57a5b",	"Climate Indicators > Atmospheric/Ocean Indicators > Fresh Water River Discharge",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Fresh Water River Discharge"
"Tropical Or Extratropical Cyclone Frequency/Intensity",	"a85b812e-e4d2-4dce-bf67-d89a3e1a9122",	"Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather > Tropical Or Extratropical Cyclone Frequency/Intensity",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather > Tropical Or Extratropical Cyclone Frequency/Intensity"
"Heat/Cold Wave Frequency/Intensity",	"079e6699-efbf-4358-9047-b668b459fc22",	"Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather > Heat/Cold Wave Frequency/Intensity",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather > Heat/Cold Wave Frequency/Intensity"
"Extreme Precipitation",	"fc5a1b7a-5ee8-4d67-80f5-a57e3f1734ab",	"Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather > Extreme Precipitation",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather > Extreme Precipitation"
"Extreme Drought",	"e4c806af-ab57-4fda-b7e9-29e3c65f6ec5",	"Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather > Extreme Drought",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather > Extreme Drought"
"Extreme Weather",	"b29b46ad-f05f-4144-b965-5f606ce96963",	"Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators > Extreme Weather"
"Atmospheric/Ocean Indicators",	"5273c8c2-d30b-4666-b2d5-0388ce2741d0",	"Climate Indicators > Atmospheric/Ocean Indicators",	"regular",	"Earth Science > Climate Indicators > Atmospheric/Ocean Indicators"
"Climate Indicators",	"23703b6b-ee15-4512-b5b2-f441547e2edf",	"Climate Indicators",	"bold",	"Earth Science > Climate Indicators"
"Vegetation Species",	"de0ace5c-fa2b-47ca-93db-79d8df7ab6f2",	"Biosphere > Vegetation > Vegetation Species",	"regular",	"Earth Science > Biosphere > Vegetation > Vegetation Species"
"Vegetation Cover",	"5bdb3251-4811-439c-b172-9bbcd98e84b3",	"Biosphere > Vegetation > Vegetation Cover",	"regular",	"Earth Science > Biosphere > Vegetation > Vegetation Cover"
"Reforestation",	"fe6b37b9-f95a-491e-a58e-22aa66be9a9d",	"Biosphere > Vegetation > Reforestation",	"regular",	"Earth Science > Biosphere > Vegetation > Reforestation"
"Reclamation/Revegetation/Restoration",	"86dfb9ca-6587-4a91-b397-f220bb48a1eb",	"Biosphere > Vegetation > Reclamation/Revegetation/Restoration",	"regular",	"Earth Science > Biosphere > Vegetation > Reclamation/Revegetation/Restoration"
"Indigenous Vegetation",	"0bfb8ae4-c08a-4d69-82d2-1b1b0d4acef6",	"Biosphere > Vegetation > Indigenous Vegetation",	"regular",	"Earth Science > Biosphere > Vegetation > Indigenous Vegetation"
"Forest Composition/Vegetation Structure",	"a8d3f9a0-be0b-4690-86b9-ac64d951886a",	"Biosphere > Vegetation > Forest Composition/Vegetation Structure",	"regular",	"Earth Science > Biosphere > Vegetation > Forest Composition/Vegetation Structure"
"Exotic Vegetation",	"f717330e-3656-4910-beed-d54cc9a19c2b",	"Biosphere > Vegetation > Exotic Vegetation",	"regular",	"Earth Science > Biosphere > Vegetation > Exotic Vegetation"
"Biomass",	"686feba9-87ba-474c-8280-7f67565cfb2f",	"Biosphere > Vegetation > Biomass",	"regular",	"Earth Science > Biosphere > Vegetation > Biomass"
"Afforestation/Reforestation",	"a28eeef3-b252-4309-957b-860d2e0f97ef",	"Biosphere > Vegetation > Afforestation/Reforestation",	"regular",	"Earth Science > Biosphere > Vegetation > Afforestation/Reforestation"
"Vegetation",	"c7b5c02c-724d-4a19-b824-98180f3900c9",	"Biosphere > Vegetation",	"bold",	"Earth Science > Biosphere > Vegetation"
"Shrubland/Scrub",	"e018b139-7e05-4155-8e2e-8d5603b5fe47",	"Biosphere > Ecosystems > Terrestrial Ecosystems > Shrubland/Scrub",	"regular",	"Earth Science > Biosphere > Ecosystems > Terrestrial Ecosystems > Shrubland/Scrub"
"Islands",	"fa3c6df8-a1e1-41d5-9de1-49b92e1ea455",	"Biosphere > Ecosystems > Terrestrial Ecosystems > Islands",	"regular",	"Earth Science > Biosphere > Ecosystems > Terrestrial Ecosystems > Islands"
"Grasslands",	"142ea0c1-b77f-44da-8c64-ac7ee13fd5f6",	"Biosphere > Ecosystems > Terrestrial Ecosystems > Grasslands",	"regular",	"Earth Science > Biosphere > Ecosystems > Terrestrial Ecosystems > Grasslands"
"Forests",	"46e4aaa4-349c-4049-a910-035391360010",	"Biosphere > Ecosystems > Terrestrial Ecosystems > Forests",	"regular",	"Earth Science > Biosphere > Ecosystems > Terrestrial Ecosystems > Forests"
"Cave/Subterranean",	"91f6a2e5-5862-46a9-ba6a-d76e06d9997c",	"Biosphere > Ecosystems > Terrestrial Ecosystems > Cave/Subterranean",	"regular",	"Earth Science > Biosphere > Ecosystems > Terrestrial Ecosystems > Cave/Subterranean"
"Terrestrial Ecosystems",	"9361962c-cfc7-4428-8843-b3502718c382",	"Biosphere > Ecosystems > Terrestrial Ecosystems",	"regular",	"Earth Science > Biosphere > Ecosystems > Terrestrial Ecosystems"
"Coral Reef",	"fa3bc02d-31a7-4456-b716-a8b8f8393c86",	"Biosphere > Ecosystems > Marine Ecosystems > Reef > Coral Reef",	"regular",	"Earth Science > Biosphere > Ecosystems > Marine Ecosystems > Reef > Coral Reef"
"Anchialine Ponds",	"155e730b-4e22-4962-adc5-a4b92543a442_Detailed-Variable-added-by-Ouida-Meier-20170628",	"Biosphere > Ecosystems > Marine Ecosystems > Estuary > Brackish Marsh > Anchialine Ponds",	"regular",	"Earth Science > Biosphere > Ecosystems > Marine Ecosystems > Estuary > Brackish Marsh > Anchialine Ponds"
"Estuary",	"5a1ebca4-057d-43b9-af6a-04f57b93f8bb",	"Biosphere > Ecosystems > Marine Ecosystems > Estuary",	"regular",	"Earth Science > Biosphere > Ecosystems > Marine Ecosystems > Estuary"
"Coastal",	"47be68db-d10d-43e7-b150-61cfd3f06126",	"Biosphere > Ecosystems > Marine Ecosystems > Coastal",	"regular",	"Earth Science > Biosphere > Ecosystems > Marine Ecosystems > Coastal"
"Benthic",	"09a78997-581b-4d1b-ae71-b2b3f96ef719",	"Biosphere > Ecosystems > Marine Ecosystems > Benthic",	"regular",	"Earth Science > Biosphere > Ecosystems > Marine Ecosystems > Benthic"
"Marine Ecosystems",	"f6350232-b1c7-458c-bc43-bda357ebb6db",	"Biosphere > Ecosystems > Marine Ecosystems",	"regular",	"Earth Science > Biosphere > Ecosystems > Marine Ecosystems"
"Rivers/Stream",	"43d51c24-0523-4b65-919f-17618c7d72b4",	"Biosphere > Ecosystems > Freshwater Ecosystems > Rivers/Stream",	"regular",	"Earth Science > Biosphere > Ecosystems > Freshwater Ecosystems > Rivers/Stream"
"Lake/Pond",	"57a3a5a7-66b9-4a4a-82da-7b09d82c684a",	"Biosphere > Ecosystems > Freshwater Ecosystems > Lake/Pond",	"regular",	"Earth Science > Biosphere > Ecosystems > Freshwater Ecosystems > Lake/Pond"
"Freshwater Ecosystems",	"ad73e951-fb5b-4a0b-b034-9469a8bfccaa",	"Biosphere > Ecosystems > Freshwater Ecosystems",	"regular",	"Earth Science > Biosphere > Ecosystems > Freshwater Ecosystems"
"Wetlands",	"b72c49a1-8276-4753-8c88-894bc7bbf60d",	"Biosphere > Ecosystems > Aquatic Ecosystems > Wetlands",	"regular",	"Earth Science > Biosphere > Ecosystems > Aquatic Ecosystems > Wetlands"
"Aquatic Ecosystems",	"c6455081-132d-4661-bb5f-22edf2f90800",	"Biosphere > Ecosystems > Aquatic Ecosystems",	"regular",	"Earth Science > Biosphere > Ecosystems > Aquatic Ecosystems"
"Urban Lands",	"3e59af3d-500b-4c66-a9a1-76db5cf4a00b",	"Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems > Urban Lands",	"regular",	"Earth Science > Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems > Urban Lands"
"Water Impoundment",	"39fa5f62-1c4e-4790-a768-1252c0b51c7b",	"Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems > Resource Development Site > Water Impoundment",	"regular",	"Earth Science > Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems > Resource Development Site > Water Impoundment"
"Resource Development Site",	"8f109871-e6ff-4cef-a5f8-5a3ad981923e",	"Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems > Resource Development Site",	"regular",	"Earth Science > Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems > Resource Development Site"
"Agricultural Lands",	"38fb609b-2a10-4d4f-b2e8-7e51161ec974",	"Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems > Agricultural Lands",	"regular",	"Earth Science > Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems > Agricultural Lands"
"Anthropogenic/Human Influenced Ecosystems",	"c4a619e9-88ba-4dc6-91a6-5f95284d6f80",	"Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems",	"regular",	"Earth Science > Biosphere > Ecosystems > Anthropogenic/Human Influenced Ecosystems"
"Ecosystems",	"f1a25060-330c-4f84-9633-ed59ae8c64bf",	"Biosphere > Ecosystems",	"bold",	"Earth Science > Biosphere > Ecosystems"
"Ecosystem Functions",	"233a4d81-44f8-4b0e-8ad3-695f641729f8",	"Biosphere > Ecological Dynamics > Ecosystem Functions",	"regular",	"Earth Science > Biosphere > Ecological Dynamics > Ecosystem Functions"
"Community Dynamics",	"8fb66b46-b998-4412-a541-d2acabdf484b",	"Biosphere > Ecological Dynamics > Community Dynamics",	"regular",	"Earth Science > Biosphere > Ecological Dynamics > Community Dynamics"
"Ecological Dynamics",	"6bef0291-a9ca-4832-bbb4-80459dc1493f",	"Biosphere > Ecological Dynamics",	"regular",	"Earth Science > Biosphere > Ecological Dynamics"
"Biological Classification",	"fbec5145-79e6-4ed0-a804-6228aa6daba5",	"Biosphere",	"bold",	"Earth Science > Biosphere"
"Biosphere",	"91c64c46-d040-4daa-b26c-61952fdfaf50",	"Biosphere",	"bold",	"Earth Science > Biosphere"
"Macroalgae (Seaweeds)",	"81655dc5-83d3-4daf-81c8-dc1522e9906e",	"Biological Classification > Protists > Macroalgae (Seaweeds)",	"regular",	"Earth Science > Biological Classification > Protists > Macroalgae (Seaweeds)"
"Microalgae",	"d3594523-ba0d-4275-b121-95039f905058",	"Biological Classification > Plants > Microalgae",	"regular",	"Earth Science > Biological Classification > Plants > Microalgae"
"Cyanobacteria (Blue-Green Algae)",	"166de4c9-89ad-4248-b771-512beb1705cf",	"Biological Classification > Bacteria/Archaea > Cyanobacteria (Blue-Green Algae)",	"regular",	"Earth Science > Biological Classification > Bacteria/Archaea > Cyanobacteria (Blue-Green Algae)"
"Bacteria/Archaea",	"7437925f-7e10-4c96-af36-f3532ec24276",	"Biological Classification > Bacteria/Archaea",	"regular",	"Earth Science > Biological Classification > Bacteria/Archaea"
"Fish",	"ea855d4c-f132-44f9-b31c-447e1101684d",	"Biological Classification > Animals/Vertebrates > Fish",	"regular",	"Earth Science > Biological Classification > Animals/Vertebrates > Fish"
"Rain Storms",	"f6b314db-883a-4493-9140-b6afda949710",	"Atmosphere > Weather Events > Rain Storms",	"regular",	"Earth Science > Atmosphere > Weather Events > Rain Storms"
